query,action
Looking to consult for my pathology lab kolkata.,find_lab
"Can you help me looking to consult for an arrange a visit kolkata? i need to preventive care. can you assist in finding a suitable time for the appointment, preferably female doctor?",book_appointment
I am looking for my doctor appointments mysore. can you provide information about my scheduled visits?,my_appointments
Trying to find my my medical records around. i would like to access medical history for a review.,my_records
"Need the psychiatrist mumbai. i have a concern related to emergency. preferably, i would like a specific hospital chain.",find_doctor
Can you help me trying to find a apothecary around?,find_medicalshop
"Can you help me seeking a clinic bangalore? it's an second opinion situation, and i need immediate assistance. i prefer a hospital with specific time for appointments.",find_hospital
Looking for an diagnostic center ahmedabad.,find_lab
"Looking for a consultation ahmedabad. i need to second opinion. can you assist in finding a suitable time for the appointment, preferably male doctor?",book_appointment
Where can i seeking my doctor appointments near? can you provide information about my my appointments?,my_appointments
I need an health records in. i would like to access health information for a review.,my_records
"Can you help me have a query about some gp hyderabad? i have a concern related to second opinion. preferably, i would like a specific time for appointments.",find_doctor
I need an health supply store kolkata.,find_medicalshop
"Am looking for this clinic near. it's an preventive care situation, and i need immediate assistance. i prefer a hospital with specific hospital chain.",find_hospital
I need a diagnostic center within.,find_lab
"Can you help me want a appointment in? i need to preventive care. can you assist in finding a suitable time for the appointment, preferably female doctor?",book_appointment
