query,location_type,city
Require nashik close_to. can you tell me about my appointments?,close_to,Hajipur
I have a question about a raipur within. i want to check my medical records for my review.,within,Jhansi
I wish to locate an haldia near. i need to see a doctor because of emergency. i prefer specific time for appointments.,near,Tiruchirappalli
"Want an in dehradun. it's second opinion, and i require help from a healthcare facility. i'd like a hospital female doctor.",in,Vadodara
"Tell me about kochi around. i want to second opinion. please find a suitable time for the appointment, specific hospital chain.",around,Chittoor
Looking to want kottayam close_to. can you tell me about upcoming appointments?,close_to,Jammu
Where can i require some south dumdum within? i want to check my medical records for my review.,within,Jodhpur
Looking to require ahmedabad near. i need to see a doctor because of preventive care. i prefer specific hospital chain.,near,Kollam
"Where can i trying to find an hubli-dharwad in? it's routine check-up, and i require help from a healthcare facility. i'd like a hospital female doctor.",in,Yamunanagar
"I am looking for this cuttack around. i want to second opinion. please find a suitable time for the appointment, male doctor.",around,Darbhanga
Am looking for south dumdum close_to. can you tell me about scheduled visits?,close_to,Buxar
I'm am looking for ujjain within. i want to check my medical records for my review.,within,Lucknow
Can you help me am looking for a amritsar near? i need to see a doctor because of emergency. i prefer female doctor.,near,Ranchi
"Trying to find hindupur in. it's routine check-up, and i require help from a healthcare facility. i'd like a hospital male doctor.",in,Burhanpur
"Can you help me wish to locate this giridih around? i want to routine check-up. please find a suitable time for the appointment, female doctor.",around,Shivamogga
I'm looking to consult for kochi close_to. can you tell me about upcoming appointments?,close_to,Latur
Looking to wish to locate tirunelveli within. i want to check my medical records for my review.,within,Ranchi
I seeking my guntur near. i need to see a physician because of specific medical procedure. i prefer male doctor.,near,Raurkela
"Can you help me have a question about the kanpur in? it's specific medical procedure, and i require help from a hospital. i'd like a hospital specific time for appointments.",in,Pimpri-Chinchwad
"Looking to am looking for bhind around. i want to routine check-up. please find a suitable time for the appointment, female doctor.",around,Nellore
Looking to trying to find durgapur close_to. can you tell me about upcoming appointments?,close_to,Navi Mumbai
Require my within gangtok. i want to check medical history for my review.,within,Bhopal
Tell me about vasai-virar near. i need to see a doctor because of emergency. i prefer specific hospital chain.,near,Kota
"Can you help me require my chittoor in? it's specific medical procedure, and i require help from a medical center. i'd like a hospital specific hospital chain.",in,Bangalore
"Am looking for my begusarai around. i want to routine check-up. please find a suitable time for the appointment, specific time for appointments.",around,Proddatur
Where can i looking to consult for an hindupur close_to? can you tell me about scheduled visits?,close_to,Hajipur
Looking for an ghaziabad within. i want to check medical history for my review.,within,Salem
Can you help me trying to find some jhansi near? i need to see a healthcare provider because of preventive care. i prefer female doctor.,near,Vadodara
"Where can i looking to consult for my ulhasnagar in? it's emergency, and i require help from a healthcare facility. i'd like a hospital specific time for appointments.",in,Rampur
"Looking to consult for a gurgaon around. i want to routine check-up. please find a suitable time for the appointment, specific time for appointments.",around,Mathura
Can you help me need an vijayawada close_to? can you tell me about my appointments?,close_to,Bongaigaon
Am looking for an within saharanpur. i want to check my medical records for my review.,within,Rampur
Have a question about ujjain near. i need to see a healthcare provider because of second opinion. i prefer female doctor.,near,Bhilwara
"Tell me about begusarai in. it's specific medical procedure, and i require help from a hospital. i'd like a hospital specific hospital chain.",in,Bilaspur
"Can you help me have a question about an durg around? i want to specific medical procedure. please find a suitable time for the appointment, specific hospital chain.",around,Junagadh
Looking to need thiruvananthapuram close_to. can you tell me about my appointments?,close_to,Bhopal
Where can i want my kakinada within? i want to check my medical records for my review.,within,Bikaner
Have a question about asansol near. i need to see a healthcare provider because of routine check-up. i prefer specific hospital chain.,near,Khandwa
"Tell me about kochi in. it's routine check-up, and i require help from a medical center. i'd like a hospital specific time for appointments.",in,Salem
"Looking to looking to consult for north dumdum around. i want to routine check-up. please find a suitable time for the appointment, specific time for appointments.",around,Buxar
Require guwahati close_to. can you tell me about my appointments?,close_to,Hyderabad
Where can i want some nanded within? i want to check my medical records for my review.,within,Junagadh
