query,action
"Need my book indore question? want specific medical procedure. find time, specific time for appointments.",book_appointment
Consult for an jodhpur scheduled visits. tell about scheduled visits?,my_appointments
"Can try to find the find my medical records amritsar? check medical history, review.",my_records
"Require a jaipur healthcare provider. need gp, routine check-up. prefer specific time for appointments.",find_doctor
Tell me about pharmacy bhopal.,find_medicalshop
"Tell me about healthcare facility kanpur. it's preventive care, need hospital. prefer hospital specific time for appointments.",find_hospital
Tell me about medical laboratory near.,find_lab
"Need this schedule jodhpur look for? want second opinion. find time, specific time for appointments.",book_appointment
Find some scheduled visits bangalore require. tell about doctor appointments?,my_appointments
"Looking for the health records chennai. check my medical records, review.",my_records
"Need the gynecologist kochi seek? need doctor, second opinion. prefer specific hospital chain.",find_doctor
Can wish this find chemist jodhpur?,find_medicalshop
"Find the healthcare facility chennai wish. it's emergency, need healthcare facility. prefer hospital male doctor.",find_hospital
Need a testing facility visakhapatnam need?,find_lab
"Help me need the find meet with a doctor aurangabad. want preventive care. find time, female doctor.",book_appointment
Can try to find this find my appointments nagpur? tell about scheduled visits?,my_appointments
"I'm wish health records within. check health information, review.",my_records
"Can look for this find gynecologist within? need gp, preventive care. prefer specific hospital chain.",find_doctor
Find the drugstore bangalore try to find.,find_medicalshop
"Need a infirmary indore need? it's preventive care, need clinic. prefer hospital specific hospital chain.",find_hospital
Seek my kanpur clinical lab.,find_lab
"Find this consultation kanpur require. want preventive care. find time, specific time for appointments.",book_appointment
Look for scheduled visits bhubaneswar. tell about doctor appointments?,my_appointments
"Require a aurangabad health records. check health records, review.",my_records
"Find the cardiologist thiruvananthapuram require. need specialist, emergency. prefer female doctor.",find_doctor
Where look for this find apothecary amritsar?,find_medicalshop
"Where require an find medical center near? it's second opinion, need infirmary. prefer hospital specific time for appointments.",find_hospital
Looking for some lab bangalore.,find_lab
"Wish consultation lucknow. want specific medical procedure. find time, male doctor.",book_appointment
Try to find a pune scheduled visits. tell about doctor appointments?,my_appointments
"Want my medical records in. check health records, review.",my_records
"Wish medical practitioner hyderabad. need family doctor, emergency. prefer specific hospital chain.",find_doctor
Tell me about chemist patna.,find_medicalshop
"Where wish the find healthcare facility guwahati? it's preventive care, need urgent care. prefer hospital specific time for appointments.",find_hospital
Try to find clinical lab kanpur.,find_lab
"Where want my find appointment patna? want second opinion. find time, female doctor.",book_appointment
Consult for my allahabad upcoming appointments. tell about scheduled visits?,my_appointments
"Need a my medical records within look for? check patient records, review.",my_records
"Question some cardiologist guwahati. need medical practitioner, specific medical procedure. prefer specific hospital chain.",find_doctor
Try to find some health supply store jaipur.,find_medicalshop
"Where need a find hospital coimbatore? it's specific medical procedure, need healthcare facility. prefer hospital specific hospital chain.",find_hospital
Require a hyderabad diagnostic center.,find_lab
"Find some book pune seek. want routine check-up. find time, specific time for appointments.",book_appointment
Seek scheduled visits within. tell about scheduled visits?,my_appointments
"Look for my medical history delhi. check my medical records, review.",my_records
"Looking for the medical practitioner allahabad. need cardiologist, routine check-up. prefer specific time for appointments.",find_doctor
Help me consult for a find chemist coimbatore.,find_medicalshop
"I'm try to find emergency room in. it's specific medical procedure, need clinic. prefer hospital specific time for appointments.",find_hospital
Consult for an near medical laboratory.,find_lab
"Tell me about meet with a doctor coimbatore. want routine check-up. find time, specific hospital chain.",book_appointment
I'm need doctor appointments aurangabad. tell about doctor appointments?,my_appointments
"Looking for this my medical records indore. check health records, review.",my_records
"I'm look for healthcare provider bhubaneswar. need gynecologist, second opinion. prefer specific hospital chain.",find_doctor
Looking for an health supply store hyderabad.,find_medicalshop
"Help me seek this find clinic near. it's second opinion, need medical center. prefer hospital female doctor.",find_hospital
Need this aurangabad lab.,find_lab
"Tell me about arrange a visit mumbai. want routine check-up. find time, female doctor.",book_appointment
Find an doctor appointments patna try to find. tell about doctor appointments?,my_appointments
"Can require this find my medical records in? check my medical records, review.",my_records
"Find my gp raipur need. need psychiatrist, routine check-up. prefer male doctor.",find_doctor
Look for this chemist thiruvananthapuram.,find_medicalshop
"Tell me about urgent care kochi. it's preventive care, need healthcare facility. prefer hospital female doctor.",find_hospital
I'm wish clinical lab visakhapatnam.,find_lab
"Where require some find consultation delhi? want preventive care. find time, specific hospital chain.",book_appointment
